ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000003096,377.9752612268717,-0.9201685117136656,0.18703756287659637,-4.9196990035673975,8.667740188919014e-07,2.4147720965044427e-05
ENSG00000003137,104.51519480861525,-1.1396572047392364,0.5429457398426683,-2.099025963569545,0.035814612053035315,0.15984635990224075
ENSG00000003249,116.34902682588056,-0.32262153538828975,0.32182464485400475,-1.0024761637961148,0.31611367318204064,0.6205442209972373
ENSG00000003393,851.0908752878576,0.17317945658966424,0.15770176349643536,1.0981453393422498,0.2721410300101239,0.5739208735268475
ENSG00000003400,80.15671791159926,-0.3888644955710527,0.3686661407444175,-1.05478765906153,0.2915224499908975,0.594966853217597
ENSG00000003402,2546.6093263895355,1.183449717735696,0.16425909566856026,7.204774340920788,5.814005373410832e-13,6.907413480732935e-11
ENSG00000003436,4469.507666375307,-0.20917730670562995,0.19258434404793376,-1.086159457767586,0.2774084506059902,0.5789954230884403
ENSG00000003509,290.8140366264523,-0.0527495086717329,0.1234426480724844,-0.427319970005495,0.6691462893334601,0.8769092597548866
ENSG00000003756,2117.4540032691,-0.1859813283520105,0.09098262180087281,-2.0441412290695977,0.04093959714900137,0.17500062244634637
ENSG00000003987,25.504339392438723,0.9875465810805348,0.3213351725842346,3.07326015119512,0.0021173381640703566,0.019085062306096728
ENSG00000003989,38.439598298318195,0.6746067644114063,0.666603903290936,1.0120054219319168,0.3115354610193417,0.6159810368651084
ENSG00000004059,1225.3504913953086,0.3692244731695893,0.10432021932255012,3.5393375854394584,0.0004011325198794959,0.004967622968110905
ENSG00000004139,84.88233112995616,-0.16385069755011525,0.17907781431565994,-0.9149692728619978,0.3602077613456358,0.6636831339008756
ENSG00000004142,1460.1152046865998,0.1471022603750619,0.1251246843731875,1.1756454061160764,0.23973660300238142,0.5357055629521725
ENSG00000004399,3634.4800033791744,-0.012883051245498498,0.23987656461032641,-0.05370700245948035,0.9571686037002555,0.9880884130809656
ENSG00000004455,1224.8346353440381,0.0516769535814779,0.16829048905756688,0.30706995903851014,0.7587901229921058,0.9175259424271933
ENSG00000004468,1.317435995629786,-1.3289820810468982,1.4044804540925677,-0.9462446253163067,0.3440238298751994,
ENSG00000004478,466.43473039520177,-0.06988396103560414,0.12222906295794055,-0.5717458625994004,0.5674941587764268,0.8154829976616911
ENSG00000004487,1237.7939806633067,-0.29887667906899373,0.08298246663662488,-3.601684683316975,0.00031616169874665404,0.004062887426671063
ENSG00000004534,1285.2237321166444,-0.19192955130336228,0.13798899937422104,-1.3909047255488567,0.16425431965803794,0.43038464662816855
ENSG00000004660,78.11959259969477,-0.6648151920412728,0.35584803968251444,-1.8682558786453256,0.06172641337724929,0.2330241702218216
ENSG00000004700,1035.3273726724778,0.3666971005401191,0.11683765974025073,3.1385180202628744,0.0016980449392359326,0.0159456897277051
ENSG00000004766,478.9237813482174,-0.030433594269949377,0.09845626503054343,-0.30910774708453714,0.7572395662599327,0.9173369981337757
ENSG00000004776,2774.54856159919,-0.07671016770923826,0.2985938530035186,-0.25690471165973505,0.7972523332521726,0.9335750805569604
ENSG00000004777,97.18096927709598,-0.38448814595477204,0.28754131343275957,-1.3371579247678547,0.18117109275768506,0.45571174335920916
ENSG00000004779,365.67534022934313,0.0961379524559071,0.13620999759938843,0.7058068728454244,0.4803082474071497,0.759254639831846
ENSG00000004799,914.3705946790478,2.5440577913957925,0.901215631231616,2.8229179601767913,0.004758874740340722,0.03560968189951588
ENSG00000004838,12.80737672012232,-0.4332823777348372,0.4478291533157836,-0.9675171313139391,0.33328558142448084,0.6393847256934904
ENSG00000004846,17.998944879963393,-1.8820828988316747,0.6928925270549953,-2.7162695877686853,0.006602213309831858,0.045965882079604406
ENSG00000004864,150.44186837174573,0.006952596953584823,0.23577253932581665,0.02948857815870131,0.9764749282904533,0.9939081253851813
ENSG00000004866,412.1263090096944,-0.582168418191863,0.1782431200548989,-3.266148045504113,0.0010902123645393687,0.011262465153622338
ENSG00000004897,1518.0806745167943,0.054318814324510606,0.07565249880749261,0.7180042322558534,0.472754677259431,0.7531848142945677
ENSG00000004961,437.4312886574501,-0.1542161952893182,0.14779744935888123,-1.0434293416989289,0.29674948997016826,0.6003121891465065
ENSG00000004975,991.9805958768407,-0.3144134385251601,0.17779453338994322,-1.7684089186003322,0.0769925666646441,0.2689846547390289
ENSG00000005007,2261.963102652177,0.24153625310305224,0.08426903244863203,2.8662516476653006,0.004153639229587109,0.032206006910672255
ENSG00000005020,755.6866473093365,0.21654855370826154,0.2063964229484369,1.0491875324911077,0.29409181562964315,0.5977594685231654
ENSG00000005022,1118.9617808171338,-0.036792972007437426,0.11960463141628465,-0.30762163280600113,0.7583702573386506,0.9175259424271933
ENSG00000005059,211.72933940646902,0.10549775544463035,0.21684355673359243,0.48651551853229263,0.6266017053009769,0.8508580496317962
ENSG00000005075,817.8801294905401,0.06083164459033394,0.12108143095305184,0.502402755827364,0.615384240918604,0.8441587199236793
ENSG00000005100,485.15345551632265,0.3712270098887031,0.13226240188129998,2.8067463210131627,0.005004463496623929,0.037055567064869184
ENSG00000005108,10.560031488263974,0.5644865973244106,0.4900938798627083,1.1517927901538827,0.2494062313005223,0.5467809828136879
ENSG00000005156,205.66159539250387,-0.33972989987306107,0.28087827232801166,-1.209527162985117,0.2264603819598261,0.5201132369406583
ENSG00000005175,312.28333877776504,-0.23023517800013577,0.2707984106917139,-0.8502087490544518,0.3952090383778438,0.6928574297151556
ENSG00000005187,8.734450594033188,-0.023122585227222388,0.5631878445593722,-0.041056612728055365,0.9672507634440488,0.9907786715943805
ENSG00000005189,75.32895808774585,-0.3302808915444343,0.2750140028682189,-1.200960271476424,0.22976661263445108,0.5243063409744011
ENSG00000005194,455.3521295293055,0.1617017575630801,0.11845111780456945,1.3651349228284126,0.17221064753154958,0.4426041973891815
ENSG00000005206,659.1980127993849,0.06973338738026319,0.09799115184889101,0.7116294284181575,0.47669427880976034,0.7561213591667851
ENSG00000005238,703.2839131248455,-0.18472202480356006,0.12203023928279386,-1.5137397573685303,0.13009185713428348,0.3759048405974942
ENSG00000005243,1017.2836912344355,-0.09669842020839725,0.16059254508271747,-0.60213517482141,0.5470841621241631,0.8035216817288614
ENSG00000005249,298.0308955353005,0.6471186324372058,0.21586132740872163,2.997844218811469,0.0027189661622996227,0.023245014799789947
ENSG00000005302,462.1254504820543,0.15537378391805212,0.14012645202551324,1.1088112320845944,0.2675116239845766,0.5679660552740444
ENSG00000005339,2557.0995586306008,-0.09173615651953414,0.12108674672501875,-0.7576069140569267,0.4486863398194457,0.7357098202200062
ENSG00000005379,152.23417624773163,0.24848266080514042,0.2449729858191367,1.0143267837237977,0.310426847813536,0.6145463773904822
ENSG00000005381,4.5032284177201145,-0.0005789938842243119,1.001729907381029,-0.0005779940081234686,0.9995388275303596,0.9998617070453616
ENSG00000005436,257.2153454853876,0.14951302603227673,0.14083959072489927,1.061583786652144,0.28842467737017397,0.5920566752615933
ENSG00000005448,232.3254800456392,0.31027503751607877,0.1603509280296902,1.9349750034413833,0.052993363169410244,0.21013625813193146
ENSG00000005469,422.10984367099786,-0.2505771977163261,0.27918496146564836,-0.8975311435145397,0.3694355626991648,0.6715849839195577
ENSG00000005471,33.66369964853603,-1.2190244665626946,0.4302037817724668,-2.833597746491759,0.004602722915342762,0.03480868274580573
ENSG00000005483,1697.3359227012402,0.08474848777384769,0.11254319899491597,0.7530307342487762,0.4514314454535253,0.7369855769798848
ENSG00000005486,850.2497075142977,-0.105404835928588,0.16616310162525447,-0.6343456212457215,0.5258552895443949,0.7897908128994399
ENSG00000005513,4.433843858123729,-0.9581792927762008,0.8325106081755244,-1.1509514513888102,0.24975220894713202,0.5471795422957394
ENSG00000005700,1158.1861453446818,-0.05166838852338763,0.1356340826857635,-0.3809395654858576,0.7032480929958795,0.8953480110978375
ENSG00000005801,210.53578747917226,-0.3093276226128549,0.1635416458508433,-1.8914302898417348,0.058566928382042714,0.22492907647689167
ENSG00000005810,2420.457667775557,-0.021118712586891235,0.09813595430100087,-0.21519852471313716,0.8296125410921874,0.9454954167726595
ENSG00000005812,1409.3166724760497,0.47368460926194095,0.167494962567077,2.82805286799144,0.004683207177174115,0.03520051435414748
ENSG00000005882,642.2761693821402,-0.06116735499517293,0.13178014664008342,-0.46416214091969854,0.6425315832724732,0.860178661149083
ENSG00000005884,1284.6557363645982,0.3847371346986719,0.30213866359270103,1.273379348818852,0.20288346185645578,0.4860282229851221
ENSG00000005889,786.8282048116628,0.08728675266225741,0.21252553727107165,0.4107118315429787,0.6812838502663165,0.883447792595889
ENSG00000005893,5169.747206274027,0.06845064787296291,0.08617215216167906,0.7943476651776497,0.42699306240398294,0.7192092688100264
ENSG00000005955,1427.8987665202858,0.1053390983009014,0.10500294085944654,1.0032014097767492,0.3157636929362533,0.6202700597230436
ENSG00000005961,8.38992974858045,-0.22686212216741913,0.628062807094782,-0.3612092924540634,0.7179429960575434,0.900791733487747
ENSG00000006007,2204.038507725419,0.167522904468439,0.1317079378521052,1.2719271685549465,0.20339899772428416,0.48688321111304983
ENSG00000006015,372.37999037074803,-0.0559194517661227,0.2977841547876432,-0.18778518221024942,0.8510450520071418,0.9530722447228486
ENSG00000006016,146.241327076607,0.21055210095240154,0.4541386143141739,0.4636295930712054,0.6429131484571338,0.860178661149083
ENSG00000006025,160.28384015300006,-0.9296298253060329,0.24998311106531967,-3.7187705255141177,0.00020019481457127269,0.002768972671595918
ENSG00000006042,3087.228636860444,-0.028714746119275755,0.09829683729014932,-0.2921227875777582,0.7701927442332559,0.9218184963639287
ENSG00000006062,196.8779409225058,-0.6343107658106061,0.2587952882921428,-2.451013579097932,0.014245457910980917,0.08231255331996035
ENSG00000006114,995.8687205068529,-0.5146325804984534,0.10228537511435962,-5.031340794547326,4.870614755045063e-07,1.4560449791258904e-05
ENSG00000006118,433.93449398358155,-0.4961358716343259,0.1941294793304149,-2.5556956797369548,0.010597575648685378,0.06617645153290648
ENSG00000006125,6741.629461124607,0.04466988264844986,0.10725779940864925,0.4164721157317319,0.6770645675009007,0.8808599680773449
ENSG00000006194,552.2672486632451,0.10547439474838614,0.1188777148014505,0.8872511969509964,0.3749436741347254,0.6763236124195288
ENSG00000006210,9.60922132806978,1.3432889868847402,0.8187436978011584,1.6406709333974914,0.1008657417378708,0.32141246480409946
ENSG00000006282,1369.8597858005248,-0.11280499256732056,0.16335129029902642,-0.6905668902940577,0.48983776057216255,0.7661255614860178
ENSG00000006283,62.959894863754016,-1.3707729307874235,0.5403088575745085,-2.5370173217980128,0.011180142212493005,0.06899541516188293
ENSG00000006327,558.9142798202344,-0.12810151191200383,0.30746909723232274,-0.4166321528410731,0.6769474876102435,0.8808045232071009
ENSG00000006432,5.1426888570650995,-0.2648347723717318,0.7521332755282896,-0.3521114953805427,0.7247546477048898,0.904574682252825
ENSG00000006451,1095.5124805583814,-0.5803291082842869,0.1924497803451337,-3.015483349700592,0.0025657002535439946,0.02227598782131667
ENSG00000006453,151.89715534501252,-0.20446433958005097,0.17472963940427272,-1.1701754795417447,0.24193035837065835,0.5390378160188353
ENSG00000006459,395.71532069484545,0.013628563571526102,0.23962656507052113,0.056874176565170353,0.9546454251226197,0.987528866591658
ENSG00000006468,199.74484238451788,-0.262013084792056,0.3401529394107656,-0.7702802311393563,0.4411336804483518,0.7304215434823921
ENSG00000006530,309.1688646998874,0.004552623537777445,0.1254851860332618,0.03628016725871293,0.9710589637625708,0.9923406651646615
ENSG00000006534,1142.4883726090895,0.42879748846092514,0.2883769656859625,1.4869339076404535,0.13703226769770852,0.38750755676494203
ENSG00000006576,1070.4169617837724,-0.4403644497063285,0.2043285693294286,-2.155178060275806,0.03114790308159617,0.1456918047364982
ENSG00000006606,4.025308924551432,-0.10038823070018166,0.7887437604714473,-0.12727610122732086,0.8987218749172541,0.9695431874262185
ENSG00000006607,877.9382561582131,0.5980971428962615,0.17442028470764456,3.4290572561486474,0.0006056817385949588,0.006964005655326274
ENSG00000006625,194.1968077474877,-0.14074033696835167,0.2128543715819818,-0.6612048224442734,0.5084809690283567,0.7804650219508759
ENSG00000006634,85.46455379172585,-0.35455819043545556,0.1694503045104781,-2.0924022028743603,0.036402551909311305,0.16184282795991495
ENSG00000006638,65.75282563561434,-0.6514076875130341,0.255044304711154,-2.5540961922312855,0.010646383986869097,0.06643617794584698
ENSG00000006652,1074.4998906870478,-0.05225002357541392,0.20304099747784213,-0.2573373073638291,0.7969183948282917,0.9333620963405834
ENSG00000006695,184.2248181526788,0.2362150910399363,0.17985741499266997,1.3133464141556976,0.18906624523048743,0.4660290408886368
ENSG00000006704,281.0218383615362,-0.19764934836764994,0.1887723539355027,-1.047024864854841,0.29508811035237514,0.598397483992841
ENSG00000006712,1101.206925998207,-0.2109283502533803,0.12819454487245394,-1.6453769578357775,0.09989209832085562,0.319359894197666
ENSG00000006715,2215.8735104173948,-0.057321205391917485,0.12785644561197204,-0.44832472166385734,0.6539188614723827,0.8672185354103311
ENSG00000006740,35.587416255603316,-0.012367811405976982,0.3781986543597179,-0.03270189162072884,0.9739123154042428,0.9933692748271349
ENSG00000006744,923.8439025118846,0.16182111485006034,0.10617304594009234,1.5241261415949878,0.1274772035669977,0.37055922710122535
ENSG00000006747,1.9072766477714964,0.07169070680957366,1.0567915685429001,0.06783807606302207,0.9459145332468446,
ENSG00000006756,438.65212566000685,0.020522135121774993,0.19456170017412464,0.10547880237173367,0.9159958894063251,0.9756529760782855
ENSG00000006757,148.00697676600086,0.013978749964189697,0.17164294431095006,0.08144086563130527,0.9350913509545093,0.9809018465665246
ENSG00000006788,10.253448470569673,3.168924280180858,1.0529872807238434,3.0094611190388547,0.0026171157379315415,0.022562821308056806
ENSG00000006831,1093.97929799541,0.24108692692981679,0.08163058469000534,2.9533896865415312,0.003143049211983588,0.025956759226231144
ENSG00000006837,11.657309359658903,-0.7397364325739549,0.43508774041398884,-1.7002005891273582,0.08909320150495753,0.29626914246397146
ENSG00000007001,1.795217792304526,-1.221091810412068,1.2570389006148845,-0.9714033589690559,0.3313474565256047,
ENSG00000007038,1.6902106501530896,0.13410079979176226,1.5844935583318758,0.08463322497375186,0.9325529841105581,
ENSG00000007047,781.5274262774351,0.0903677564171077,0.09756615982826332,0.9262202855598057,0.35433151247362615,0.6587238886312885
ENSG00000007080,649.4884602997761,0.24957050259295557,0.1579318721476737,1.5802415256598454,0.11405156533359045,0.3453238368329609
ENSG00000007168,3290.3622205566744,0.10707768100133931,0.06701779200889915,1.5977500569866685,0.11009861358318672,0.33819282220757024
ENSG00000007171,1.4810443201740624,-0.51127204452292,1.5437759565989495,-0.33118280041703035,0.740506411130156,
ENSG00000007202,4253.611041211963,-0.0013651369796084814,0.10339036183907405,-0.013203716045924107,0.9894652649236017,0.9973181638515667
ENSG00000007237,427.00409959108754,-1.1406791534978051,0.9785064111576351,-1.1657349818978797,,
ENSG00000007255,128.95674212837312,0.2712916737207032,0.2008923729619127,1.3504329194824012,0.1768771573166703,0.4492060201332897
ENSG00000007312,2.0784600872253813,0.6145836684686713,1.351572179062027,0.45471760812299655,0.6493124114878739,
ENSG00000007341,154.03706449787387,0.16914834447731672,0.23878714671811097,0.7083645279994778,0.4787189146151464,0.7580059168218333
ENSG00000007372,32.21255681030713,0.266043044298795,0.34240684820709455,0.7769793323113877,0.43717096408293366,0.7276304504326847
ENSG00000007376,251.00087871977956,0.1223180454413528,0.20126636019094563,0.6077421250392122,0.543358519437659,0.8008601837237467
ENSG00000007384,1827.5137878863973,0.07319253609360594,0.1401992855256299,0.5220606925291754,0.6016280735256092,0.8363515559901035
ENSG00000007392,669.4235584380677,-0.17347605115984785,0.09131669783390164,-1.8997188386661552,0.05747002674865787,0.22230290100128583
ENSG00000007402,17.910082844873422,0.4967489679379943,0.5206553421619947,0.9540840700400183,0.34004108893590645,0.6453524966602443
ENSG00000007516,8.152918703847014,0.35749356965386586,0.5154893250509682,0.6935033419334516,0.4879937292956472,0.7645401161289215
ENSG00000007520,451.96666291757185,0.11369144734213098,0.14041528239496232,0.8096800106297396,0.4181241095608288,0.7117342672373947
ENSG00000007541,647.0515415910263,0.16673112693057146,0.14839007218896885,1.123600281818355,0.261182636511582,0.5607257692855512
ENSG00000007545,210.7445449269779,0.09454599510547122,0.12192685061351642,0.775432110562447,0.438084367030962,0.728067551817247
ENSG00000007866,1619.4752233435775,0.596747868493798,0.16251190204612231,3.6720256238489886,0.00024063554779119606,0.003246376272948627
ENSG00000007923,614.1347975149922,0.034108086653042276,0.13154741849287335,0.25928358795494033,0.7954164414420711,0.9325647713109704
ENSG00000007933,858.9532541925,0.2951160230946829,0.9600427897012822,0.3073988224905146,0.758539824347598,0.9175259424271933
ENSG00000007944,339.64194357691645,-0.500173699558871,0.1455591102561036,-3.436223941454724,0.000589883167332883,0.006819019790605801
ENSG00000007952,9.808959597783435,0.5889681789273611,0.47843985349566165,1.2310182243894148,0.21831604824906392,0.5090851030837941
ENSG00000007968,1.3378514669977197,2.216966389942716,1.6156761914927384,1.3721600909984568,0.17001360621832784,
ENSG00000008018,1520.2114912985598,0.043070932440454554,0.10169356189586339,0.4235364720980096,0.6719038942725726,0.8780154709548206
ENSG00000008056,18.05268181590032,0.6439665616795027,0.39917160615625186,1.6132574355186684,0.10668858981874814,0.3319260654692088
ENSG00000008083,301.2464618429956,0.45199823845513054,0.1398184298140801,3.23275149818349,0.001226041629833346,0.012297144124935221
ENSG00000008086,102.48256549948104,-0.19394965908069944,0.2452584671062966,-0.7907969962017272,0.42906246306994134,0.7206480533959294
ENSG00000008118,5.826919272014493,-0.18079630651363454,0.7263233137861151,-0.24891987229653315,0.8034227631509518,0.9354470272777426
ENSG00000008128,22.3076831801815,-0.21718197940186218,0.450335745208342,-0.4822668014092147,0.6296164277153313,0.8530929671383877
ENSG00000008130,1664.4694246903246,0.794018285950518,0.14574676450294985,5.4479307904941345,5.0959178408200414e-08,1.979774832040107e-06
ENSG00000008226,5.996332974426345,0.05290387395611033,0.749818894894796,0.0705555358984826,0.9437514993845285,0.9832245432972768
ENSG00000008256,3716.565417904843,1.2046300139653165,0.20531834116843886,5.86713299508427,4.433950186231061e-09,2.1890400182156832e-07
ENSG00000008277,18.06554581138005,-0.2943341633815235,0.3609151216394506,-0.8155218380557615,0.41477366950710426,0.7091316613103078
ENSG00000008282,1964.6214595080328,0.28185599615978324,0.12710627248920028,2.2174829820749515,0.026590104703644958,0.1303730695821787
ENSG00000008283,521.1002322752802,0.012802067560268601,0.12361262360799524,0.10356602090144915,0.9175137540071092,0.9761601622290881
ENSG00000008294,2902.421322955535,-0.029628924589532105,0.10761788119090783,-0.2753160001075669,0.783073472982446,0.9265452142830711
ENSG00000008300,87.31538555352267,0.271313060525131,0.24939616654121843,1.0878798350747316,0.276648159249005,0.5780980941130833
ENSG00000008311,721.9414187393375,1.1078017136353373,0.16999127810811995,6.516815015242956,7.181589981588679e-11,5.442344835841791e-09
ENSG00000008323,7.717804196798101,0.5920385732014968,0.6138316111237474,0.9644967161558301,0.33479695399509635,0.6407362306460197
ENSG00000008324,121.81467951315227,0.5398928131991252,0.23415212454893375,2.3057352746175788,0.02112542880914004,0.10989400325432595
ENSG00000008382,82.46021549979477,0.08190748018700131,0.20339828648704514,0.40269503544818785,0.6871725865609475,0.8862491056005755
ENSG00000008394,3589.9309983610874,0.06710811912708499,0.3379603887854313,0.19856800191365465,0.8426006859090426,0.9497999853215464
ENSG00000008405,268.06034693747694,0.07859629537839283,0.16806573788865492,0.4676521006944532,0.6400334000974074,0.8589604716279642
ENSG00000008438,1.721965709634604,2.6970280103589657,1.4919475755476141,1.8077230423924453,0.07064961646506673,
ENSG00000008441,10802.209440884259,-0.3273280404400073,0.1351087874849315,-2.422699859374534,0.015405649012934617,0.08726392696806859
ENSG00000008513,1568.4813962196267,-0.5759316414412616,0.2153690704871098,-2.6741613368096515,0.0074916400522200615,0.050460333416837026
ENSG00000008516,2.575848120684464,-0.5881902537864669,0.9522246310833744,-0.6177011543140459,0.5367723509464226,
ENSG00000008517,182.66085355465538,-0.8423869982471606,0.4071598172514835,-2.0689345130707184,0.03855223236170201,0.1680213578565946
ENSG00000008710,5426.443500012646,0.4915931700366012,0.18031741668234677,2.726265599193938,0.006405543133900088,0.04495353536995812
ENSG00000008735,17.35223502913304,0.4362445758541617,0.413423319428878,1.0552006995077348,0.2913335443171339,0.5948450181394855
ENSG00000008838,1151.3379099200272,-0.0217589651099846,0.09769359778766337,-0.22272662285687972,0.8237482797299852,0.9438942549454097
ENSG00000008853,558.5027619604987,0.5669252279821261,0.17586986807563795,3.223549515248987,0.0012661240691069946,0.012630376344856612
ENSG00000008869,708.0476535553744,0.04345384528334195,0.09368104929662942,0.46384883185659825,0.6427560546542898,0.860178661149083
ENSG00000008952,5081.75032804259,0.1721445668928158,0.10238394240955438,1.6813629446325307,0.09269243848250648,0.30394075047281993
ENSG00000008988,10815.332172132417,-0.03340293737572413,0.14415708697990834,-0.2317120724032084,0.8167616541297216,0.9412181389736435
ENSG00000009307,15779.682903959918,0.008699788346438853,0.10367831622637307,0.08391135835427325,0.9331269087516983,0.9800679874900201
ENSG00000009335,2101.6630648038276,0.20760687537633785,0.07477713718067697,2.77634158251762,0.0054974418162395434,0.03977814972339929
ENSG00000009413,7584.974888437589,1.120090690947926,0.16922501564873985,6.618942752960927,3.6177690868512756e-11,2.9609430104162773e-09
ENSG00000009694,4.484105834480974,-1.0500880135727824,1.274499264990031,-0.8239220236670721,0.40998386564580236,0.705194536319062
ENSG00000009724,39.28334153646617,-0.4279127766914351,0.27220664501295105,-1.572014440246585,0.11594720234134845,0.3491117938384453
ENSG00000009780,174.39283073547648,0.5871647060663688,0.2064999822075556,2.843412865170141,0.00446332117440876,0.03410790239876204
ENSG00000009790,11.833373518035035,-0.24793947479633593,0.4278410351196946,-0.5795130771572001,0.5622430253891877,0.8121827198416922
ENSG00000009830,419.1879545399171,0.08744574537066316,0.11275635023492189,0.7755283422040051,0.4380275246566411,0.728067551817247
ENSG00000009844,843.5944313139747,-0.05448737545767914,0.10199007338255241,-0.5342419477756781,0.5931741505100466,0.8314913588827365
ENSG00000009950,2.4538430846304586,2.5784739991673917,1.5367374796017903,1.6778884053999534,0.09336888643865006,
ENSG00000009954,2940.4898276919985,-0.04289250612180121,0.08597012566757009,-0.49892338517287116,0.6178333588832783,0.8454968115761481
ENSG00000010017,1856.3398026300497,0.7370714364896809,0.16028470476372356,4.598513860547089,4.2551540967928845e-06,0.00010020289346859459
ENSG00000010030,14.696530790499688,-0.870729758913076,0.4445446928109817,-1.9587001554494008,0.05014791223757468,0.20209560770420754
ENSG00000010072,170.18716260536064,-0.06606855267967675,0.1326161657419912,-0.4981938085000522,0.6183474460104142,0.8457898104643674
ENSG00000010165,906.0290045526905,-0.024574622994509826,0.11756895566936577,-0.2090230610163792,0.8344302361402771,0.9473052718868397
ENSG00000010219,186.5224351155809,-0.2363201807288939,0.13753477725387986,-1.7182576323416943,0.08574963354239767,0.2887327668098836
ENSG00000010244,2027.72708829448,0.11964785789503628,0.13374981841764486,0.8945646379976828,0.3710198621618582,0.6729371379602698
ENSG00000010256,1795.2137698120864,0.4700208296174733,0.11167345526477841,4.208885885218212,2.566329499753755e-05,0.0004812521154578961
ENSG00000010270,769.1350526653645,0.04636068979794053,0.13680546842092944,0.3388803849221568,0.7346998416208463,0.9085832532280752
ENSG00000010278,3881.358894460138,0.5697132870777645,0.2105410808697823,2.705948334283165,0.006810964158102312,0.0469752453076607
ENSG00000010292,1191.0987988664908,0.03186186441714707,0.11714836426016992,0.2719787392539804,0.7856383669597572,0.9279350699657873
ENSG00000010295,1202.573514660905,-0.07311518254551429,0.24787394209962674,-0.29496921671632376,0.7680173955060565,0.9207109132376818
ENSG00000010310,14.321308371461152,-1.1371763197178495,0.45868060398739174,-2.479233501116407,0.013166508023129174,0.07783667584138805
ENSG00000010318,73.70439629090205,-0.008708454159600488,0.25450040964984,-0.034217839458813466,0.9727034410396458,0.9928107416367595
